机型,制造序列号,机号,参考类型,指令类型,件号,序号,章节号,非计划,故障确认,拆换原因,安装日期,部件装上飞行小时数,部件装上飞行循环数,部件装上使用小时数,部件装上使用循环数,拆换日期,部件拆下飞行小时数,部件拆下飞行循环数,部件拆下使用小时数,部件拆下使用循环数,故障描述,部件本次装机使用小时,故障处理,部件本次装机使用循环,装上件号,装上序号,最近送修公司,CY TSN,FH TSN,送修至拆下时间/FH,送修至拆下时间/CY,件号描述,DEF#,TLB号
73N,73N01855,5139    ,DE    ,CC    ,541674-4                ,71-5303         ,21    ,X,X,FAIL  ,2010-02-19,14867:39,7160,45146:16,26425,2013-06-08,25419:56,12491,55698:33,31756,机组反映右组件灯亮.孟洪亮the crew report the R pack light on,10552:17,"   航后自检有右组件ACT信息,依据AMM21-51-21更换右冲压进气门ACT,测试工作正常.孟洪亮AF bite test there is ACT message,refer to AMM21-51-21 replace theACT Nof R ram air inlet",5331,541674-4                ,13234           ,武汉航达,14838,28422.3,10552:17,5331,(AOG)ACTUATOR-EXHAUST                                       ,2058886,10629813
73N,73N02821,5417    ,DE    ,CC    ,541674-4                ,13164           ,21    ,X,X,FAIL  ,2011-05-13,7242:33,4020,6998:26,3769,2012-12-23,12539:20,6743,12295:13,6492,FL10630505A,5296:47,  航后依据AMM21-51更换左组件冲压进气口作动器测试正常AF replace L pack inlet air actuator test ok亓艳彬,2723,541674-4                ,11541           ,HONEYWELL,19730,38889.04,5741:14,2964,(AOG)ACTUATOR-EXHAUST                                       ,1836129,10630508
73N,73N00551,5089    ,DE    ,CC    ,541674-4                ,11275           ,21    ,X,X,FAIL  ,2012-06-04,33807:43,21952,19699:50,13514,2014-05-02,39696:06,24600,25588:13,16162,左组件故障L pack fail机组,5888:23,"       依据MEL21-01-01-01放行ref to MEL21-01-01-01 dispatchKWL机务FL10632775地面检查有ACT信息,更换左ACT后故障依旧repalce L ACt the fault is exist肖峥541674-4/11275  541674-4/9750(LO)",2648,541674-4                ,9750            ,重庆鹏华,5670,11286,5888:23,2648,(AOG)ACTUATOR-EXHAUST                                       ,2571642,10632775
73N,73N02144,5763    ,DE    ,CC    ,541674-4                ,12636           ,21    , , ,SWAP  ,2011-08-06,13509:42,6231,9022:54,4030,2013-06-08,18702:28,9009,14215:40,6808,,5192:46,"   航后将本机右侧空调组件ACT与B-5503右侧空调组件ACT进行对串,测试正常.依据:AMM21-51-21.王彦伟AF interchanged the right pack ACT with the B-5503 right PACK ACTtest is ok.refer to AMM21-51-21",2778,541674-4                ,12390           ,武汉航达,11068,21855.47,5192:46,2778,(AOG)ACTUATOR-EXHAUST                                       ,2058797,10633294
73N,73N02885,5467    ,DE    ,CC    ,541674-4                ,14051           ,21    ,X,X,FAIL  ,2012-08-27,10782:49,5575,6464:42,3242,2013-04-21,12974:15,6689,8656:08,4356,,2191:26,     航后完成EO737-21-029空调组件管路管壁温度测量和空调系统部件检查维护自检ZTC有RAM AIR ACT信息，依据AMM21-51-21更换左侧冲压空气进气门作动筒，测试正常。刘煜成 AF accomplished EO737-21-029 measure of theduct temperature of air conditioning assy FL10633321:BITE test ofZTC1 have message RAM ATR ACT refer to AMM21-51-21 replaced the ramair inlet actuator test ok,1114,541674-4                ,13897           ,HONEYWELL,9129,17928.55,2191:26,1114,(AOG)ACTUATOR-EXHAUST                                       ,1991796,10633321
73N,73N02042,5180    ,DE    ,CC    ,541674-4                ,9972            ,21    ,X,X,FAIL  ,2008-05-12,6186:38,3077,25490:24,13823,2013-07-06,23422:52,11619,42726:38,22365,FROM:FLB10637790A,17236:14,"     航后完成FC201310387更换左组件ACT测试正常，由于盖板螺钉磨损，将FC201310387转办为SPFC201312870关闭FC201310387AF accomplished FC201310387 replaced left pack ACT testok as the panel two bolt worn,changed FC201310387 intoFC201312870 close FC201310387马魁",8542,541674-4                ,71-5303         ,武汉航达,38150,68389.3,17236:14,8542,(AOG)ACTUATOR-EXHAUST                                       ,2098076,10633531
73N,73N03812,5625    ,DE    ,CC    ,541674-4                ,15302           ,21    , , ,SWAP  ,2011-10-12,00:00,0,00:00,0,2013-06-06,5128:07,2641,5128:07,2641,"右组件PACK灯亮,自检有ACT信息The PACK light of right pack was on ZTC BITE shows ACT message郭伟",5128:07,"    航后完成MCO2013-06-06-3 自检ZTC无信息,检查ACT 作动机构正常,为进一步隔离故障,将本机右侧 ACT与5427飞机右侧ACT对串,测试正常.AF accomplish MAO2013-06-06-3 check there is no message in ZTC BITEcheck the RH ACT works normally .for trouble shooting interchangedthe RH ACT with A/C B-5427 test ok.  郭伟",2641,541674-4                ,10949           ,,20544,39727.46,, ,(AOG)ACTUATOR-EXHAUST                                       ,2055677,10634424
73N,73N00587,5082    ,DE    ,CC    ,541674-4                ,13116           ,21    ,X,X,FAIL  ,2012-10-20,35928:35,24405,11256:48,5871,2013-03-21,37415:16,25108,12743:29,6574,航前检查发现右冲压进气门在关位PF find R ran inlet door at close position杜磊,1486:41,"    航前自检ZTC无信息,拆开盖板检查右冲压进气门作动筒确认作动筒故障依据AMM21-51更换后测试正常PF bite ZTC no fault remove panel to check R inlet door actuatorfault repalce it test ok杜磊",703,541674-4                ,108-7715        ,重庆鹏华,31194,59573.08,1486:41,703,(AOG)ACTUATOR-EXHAUST                                       ,1949050,10636174
73N,73N00577,5090    ,DE    ,CC    ,541674-4                ,101-5433        ,21    ,X,X,FAIL  ,2008-07-29,21501:11,16864,40249:25,25519,2013-04-08,37507:33,25131,56255:47,33786,,16006:22,"    航后完成工卡EO737-21-027空调组件管路B至温度和空调系统部件检查,自检ZCT信息,按AMM21-51-21更换左组件冲压空气作动器,测试正常. 罗伟AF accomplished EO737-21-027 MEASURE THE DUCT TEMPERATURE OF AIRCONDITION ASSY BITE ZTC1 HAVE ACT message and refer to AMM21-51-21replaced the LH act of L park and test ok",8267,541674-4                ,13116           ,上海航新,14283,28846.3,16006:22,8267,(AOG)ACTUATOR-EXHAUST                                       ,1972874,10636970
73N,73N02801,5416    ,DE    ,CC    ,541674-4                ,13885           ,21    ,X,X,FAIL  ,2013-06-11,14086:15,7246,10501:07,5426,2014-01-12,16087:04,8230,12501:56,6410,再现左组件灯亮，复位主警告灯灭， 机组,2000:49,   航后自检ZTC 1有ACT信息，依据AMM21-51-21 更换左组件冲压进气门作动器，测试正常，袁帅Af do the ZTC 1 have ATC message refer to AMM 21-51-21 replace theACT of L pack test ok,984,541674-4                ,18-7292         ,,42529,70284.02,, ,(AOG)ACTUATOR-EXHAUST                                       ,2386254,10637892
73N,73N02046,5439    ,DE    ,CC    ,541674-4                ,12331           ,21    ,X,X,FAIL  ,2011-10-22,15516:17,7900,11010:17,5318,2013-06-03,20984:07,10520,16478:07,7938,FROM FLB10638181A,5467:50,"  航后依据AMM21-51-02更换右组件冲压门作动器,测试正常.王康生AF refer to AMM21-51-02 replaced light pack rain air actuatorand test it ok",2620,541674-4                ,38-4114         ,重庆鹏华,42759,71039.01,5467:50,2620,(AOG)ACTUATOR-EXHAUST                                       ,2051151,10638184
73N,73N02938,5482    ,DE    ,CC    ,541674-4                ,12412           ,21    ,X,X,FAIL  ,2013-05-30,12736:15,6812,17978:33,9059,2013-11-17,14262:20,7575,19504:38,9822,左空调组件再现灯亮.机组,1526:05," AF进行ZTC自检,有ATC信息,更换左侧ACT,测试正常.张文利",763,541674-4                ,12-5534         ,海口维修室,33374,62278,4476:25,2352,(AOG)ACTUATOR-EXHAUST                                       ,2295084,10638591
73N,73N02938,5482    ,DE    ,CC    ,541674-4                ,12-5534         ,21    ,X,X,FAIL  ,2013-11-17,14262:20,7575,48310:26,26497,2013-11-21,14294:29,7589,48342:35,26511,,32:09,"   航后自检左组件无信息,更换左组件进口冲压作动器(ACT) 测试左空调组件工作正常.   挂签号 3007251  郭新龙AF bite left pack not MSG replace left pack ACT test left pack workto normal.",14,541674-4                ,8860            ,海口维修室,25265,47537.18,32:09,14,(AOG)ACTUATOR-EXHAUST                                       ,2302259,10638602
73N,73N02938,5482    ,DE    ,CC    ,541674-4                ,9352            ,21    ,X,X,FAIL  ,2013-05-30,12736:15,6812,36760:19,18447,2013-11-24,14322:45,7601,38346:49,19236,"再现后右PACK灯亮,复位主告诫后熄灭.   机组",1586:30,"      过站自检ZTC2有ACT信息,清除后正常,请继续使用.  杜艳辉TR bite ztc2 have ACT message clean test ok please useFLB10638612A航后依据AMM25-51-00更换右组件ACT作动器,测试右组件工作正常.   郭新龙AF refer AMM25-51-00 replace right pack ACT test work normal挂签号:3007253TAG:3007253",789,541674-4                ,12924           ,海口维修室,15317,29818.48,1675:44,836,(AOG)ACTUATOR-EXHAUST                                       ,2306968,10638609
73N,73N02155,5710    ,DE    ,CC    ,541674-4                ,12270           ,21    ,X,X,FAIL  ,2011-07-26,12327:28,7270,9750:25,4691,2013-04-04,17636:32,9550,15059:29,6971,下降过程中，再现检查组件跳开灯亮，复位主警诫组件灯灭，机组依组件跳开检查单处置。机组,5309:04,   深圳航后自检ZTC1有ACT信息，依据AMM21-51-21更换左组件冲压进气门作动器，测试正常。袁帅SZX AF DO THE ZTC1 BITE HAD THE ACT MESSAGE REFER TOAMM21-51-21 REPLACED THE ACT OF THE LEFT PACK TEST OK.,2280,541674-4                ,10314           ,武汉航达,24042,49005.13,5309:04,2280,(AOG)ACTUATOR-EXHAUST                                       ,1967400,10642174
73N,73N01796,5136    ,DE    ,CC    ,541674-4                ,12300           ,21    ,X,X,FAIL  ,2010-12-20,15338:13,7676,9906:56,5089,2013-03-09,22561:25,11236,17130:08,8649,,7223:12,  航后依据AMM21-51-21更换左冲压空气作动器测试正常关闭DD201304268AF replace the ram air inlet actuator of L pack close DD201304268吕珂,3560,541674-4                ,13115           ,HONEYWELL,11130,20506.12,7223:12,3560,(AOG)ACTUATOR-EXHAUST                                       ,1933217,10643017
73N,73N03186,5503    ,DE    ,CC    ,541674-4                ,13897           ,21    ,X,X,FAIL  ,2010-02-08,00:00,0,00:00,0,2013-03-12,9628:46,5013,9628:46,5013,航前机组反映右组件PACK灯亮.  郑建平PF the crew right the pack light is on,9628:46,"      航前自检 ZTC测试有 ACT信息,复位后测试工作正常,依据 AMM21-61-00郑建平PF refer to AMM21-61-00 test the ZTC has ACT message reset and testok.FLB10643235 航后更换右空调RAM DOOR ACT 依据 AMM21-51 测试正常.孙国宾AF replace RH PACK RAM DOOR ACT refer to AMM21-51 and test well",5013,541674-4                ,12390           ,,11068,21855.47,, ,(AOG)ACTUATOR-EXHAUST                                       ,1937330,10643233
73N,73N02912,5466    ,DE    ,CC    ,541674-4                ,9750            ,21    ,X,X,FAIL  ,2012-05-25,9893:41,4913,30980:33,16602,2014-01-20,15406:51,7653,00:00,0,,-30980:33,"  航后自检ZTC2有ACT信息,依据AMM21-51-21更换右组件ACT,测试正常.刘军AF test the TC2 there is ACT message,refer to AMM21-51-21,replacedthe ACT of R/H pack,test ok",-16602,541674-4                ,15221           ,重庆鹏华,11566,22172.39,-30980:33,-16602,(AOG)ACTUATOR-EXHAUST                                       ,2398531,10645794
73N,73N04036,5662    ,DE    ,CC    ,541674-4                ,14036           ,21    ,X,X,FAIL  ,2013-06-14,3348:03,1783,9136:45,4811,2013-07-12,3602:14,1920,9390:56,4948,,254:11,  航后完成MCO更换右ACT测试正常AF accomplish MCO replace right ACT and test ok亓艳彬,137,541674-4                ,14378           ,,10443,19747.23,, ,(AOG)ACTUATOR-EXHAUST                                       ,2107262,10646498
73N,73N02938,5482    ,DE    ,CC    ,541674-4                ,11581           ,21    ,X,X,FAIL  ,2012-10-22,10673:21,5695,18461:45,10140,2013-05-20,12647:01,6765,20435:25,11210,from FLB10667686A,1973:40," 航后根据AMM21-51-21更换左侧冲压作动器,测试结果符合手册要求.杨清华AF refer to AMM21-51-21 replace LH ram air actuator. test is ok",1070,541674-4                ,9352            ,重庆鹏华,26765,52726.41,3690:44,2289,(AOG)ACTUATOR-EXHAUST                                       ,2031105,10647381
73N,73N02938,5482    ,DE    ,CC    ,541674-4                ,9352            ,21    , , ,SWAP  ,2013-05-20,12647:01,6765,36671:05,18400,2013-05-30,12736:15,6812,36760:19,18447,FLB10647401A,89:14,"   航后自检ZTC无故障信息,为排除故障将飞机左ACT与右ACT冲压空气作动器进行对串地面测试符合手册要求ZTC自检正常.张建国. AF  ZTC NO found faultMSG for troubleshooting Refer to AMM21-21-21 interchanged the LH ACTand RH ACT (ram air inlet) agree with AMM OK.",47,541674-4                ,12412           ,海口维修室,17323,34299.06,89:14,47,(AOG)ACTUATOR-EXHAUST                                       ,2045855,10647401
73N,73N02155,5710    ,DE    ,CC    ,541674-4                ,10314           ,21    ,X,X,FAIL  ,2013-04-04,17636:32,9550,31816:29,14992,2014-03-02,20624:58,11088,34804:55,16530,"地面起动发动机后再现检查以及巡航及下降再现检查时,左侧PACK灯亮,复位主警戒之后灯熄灭机组",2988:26,"  航后依据AMM21-51更换左侧冲压作动器,测试正常.刘坤AF refer to AMM21-51 replace the LH RM air inlet ACT,test ok挂签号4009654",1538,541674-4                ,11736           ,海口维修室,16301,32560.49,2988:26,1538,(AOG)ACTUATOR-EXHAUST                                       ,2466357,10648994
73N,73N02556,5371    ,DE    ,CC    ,541674-4                ,75-6469         ,21    , , ,SWAP  ,2012-02-19,13113:27,6703,00:00,0,2013-05-26,17185:48,8839,4072:21,2136,from FLB10649721A,4072:21,"   航后自检ZTC正常为排故,将本机右组件冲压作动器与B5467右组件对串,自检ZTC正常无信息,依据AMM21-51-21 冯亮AF BITE ZTC OK FOR T/S SWAP RAMAIR ACT OF R pack on B5371 with theACT of R pack on B5467 refer to AMM21-51-21 bite ztc ok",2136,541674-4                ,13222           ,,15785,31216.11,, ,(AOG)ACTUATOR-EXHAUST                                       ,2039585,10649726
73N,73N02373,5346    ,DE    ,CC    ,541674-4                ,8496            ,21    ,X,X,FAIL  ,2011-03-09,11879:38,5983,14786:12,8881,2013-04-30,18848:33,9399,21755:07,12297,航后完成工卡EO737-21-029测量空调温度时2号控制器有'ACT'信息.   宋文清AF accomplish EO737-21-029 measure duct temperature 2# controllerhave fault message,6968:55," 航后依据AM21-51-00更换冲压空气作动筒,测试正常,挂签号:0205163AF refer to AMM21-51-00 replace ACT test it ok",3416,541674-4                ,14009           ,重庆鹏华,13648,26487.08,7001:32,3431,(AOG)ACTUATOR-EXHAUST                                       ,2003686,10651508
73N,73N03299,5735    ,DE    ,CC    ,541674-4                ,14224           ,21    , , ,SWAP  ,2010-05-25,00:00,0,00:00,0,2013-02-08,7989:34,4154,7989:34,4154,下降到3600ｍ平飞两个PACK灯都亮主警告不亮重置主警告两个PACK亮都灭后续飞行正常。机组,7989:34,      过站自检左右组件控制器都有RAM AIR ACT信息清除信息后均工作正常请航后进一步处理。张磊TR DATA FOUND ACT MESSAGE IN L/H AND R/H ZTC REMOVETHE MESSAGE TEST OK PLEASE HANDLE IT AF.FL10653653A航后为判断故障将本机左侧冲压门作动器与5465右侧冲压门作动器对串将本机2＃ACAU与5465　1＃ACAU对串串件后测试正常。王险峰TO CONFIRM THE FAULT INTERCHANGE 5465'S R RAM AIR ACT WITH 5735'SL SIDE INTERCHANGE 54651# ACAM WITH 5735'S 2#ACAU TEST OK.,4154,541674-4                ,12833           ,,15886,31267.34,, ,(AOG)ACTUATOR-EXHAUST                                       ,1895585,10653652
73N,73N03192,5502    ,DE    ,CC    ,541674-4                ,14009           ,21    ,X,X,FAIL  ,2011-06-06,4089:46,2132,4089:46,2132,2013-03-07,9682:00,5003,9682:00,5003,航后自检左组件控制器有ATC故障信息。且无法清除。AF checked and find that the LH pack controller with ACT faultmessage And can not be clear. 赵良深,5592:14,    检查左组件冲压作动筒插头未见异常，按AMM21-51-21更换左组件冲压空气作动筒子并完成安装测试正常，自检无故障信息。CheckedThe LH ram air inlet actuator  connector is normal refer toAMM21-51-21 replace the LH air FLB10655351B actuator and finishedInstallation test ok. test  the connector no fault message. 赵良深,2871,541674-4                ,12925           ,,17275,32606.59,, ,(AOG)ACTUATOR-EXHAUST                                       ,1931058,10655351
73N,73N02821,5417    ,DE    ,CC    ,541674-4                ,8513            ,21    , , ,SWAP  ,2011-05-13,7242:33,4020,18355:28,14644,2013-05-29,13883:15,7439,24996:10,18063,,6640:42,"       为排除右组件灯亮故障，应技术组要求，航后自检发现ZTC2的ACT信息但可以清除，深圳航后左右对串ZTC1和ZTC2后，故障依旧后续恢复至原始状态，将5406右ACT与本机右ACT对串，自检测试正常无故障信息恢复盖板。郭展洲To trouble shooting RH pack light fault,AF bite ZTC and found RH ACTFault meaasge come on,but can be cleaned,SZX AF exchange the duelZTC and the messafe come on again,and then exchange the RH ACTOf 5409,with RH ACT,test ok.",3419,541674-4                ,16-3228         ,重庆鹏华,45937,80446.45,8036:54,4246,(AOG)ACTUATOR-EXHAUST                                       ,2044615,10655886
73N,73N03339,5463    ,DE    ,CC    ,541674-4                ,14968           ,21    , , ,SCH   ,2013-06-26,9514:37,4991,00:00,0,2013-07-05,9602:40,5038,88:03,47,,88:03,"   航后完成借件拆还工作,依据AMM21-51-21更换右组件ACT,完成相关测试后未见故障信息,工作正常.      宋文清AF borrow assy job refe to AMM21-51-21 replace ACT of R pack testit ok no fault message",47,541674-4                ,108-7785        ,,32242,60577.21,, ,(AOG)ACTUATOR-EXHAUST                                       ,2096661,10657073
73N,73N00515,5081    ,DE    ,CC    ,541674-4                ,12309           ,21    ,X,X,FAIL  ,2010-02-26,34747:11,16791,7488:32,3907,2013-06-21,45914:15,22529,18655:36,9645,"空中巡航时,按压再现左发PACK灯亮,复位后灯灭.     机组",11167:04,"      过站对ETC1进行自检有PAM AIR ACT信息,清除FO,自检正常.   李杰TR bite ok ETC1 it display RAM air ACT close it and test is okFLB10657142B      航后自检ZTC无信号,检查左组件冲压拆流门作动器摇臂固定螺栓磨损,更换螺栓和ACT作动器,测试左组件工作正常,挂签号:3019749AF bite ZTC not MSG check left pack RAM air inlef actuator rackerbolt near replace bolt and ACT actuator test is normalTAG:3019749    螺栓P/N    BACB30NM3Y18",5738,541674-4                ,8496            ,HONEYWELL,14392,26181.43,11167:04,5738,(AOG)ACTUATOR-EXHAUST                                       ,2076981,10657139
73N,73N03344,5520    ,DE    ,CC    ,541674-4                ,14228           ,21    ,X,X,FAIL  ,2010-07-15,00:00,0,00:00,0,2014-05-29,12678:04,6602,12678:04,6602,航后发现左组件ZTC有冲压空气作动器信息AF found the LH pack ztc have RAM air ACT message赖伟冬,12678:04,     航后依据AMM21-51-21更换冲压空气作动器，做安装调试，结果正常恢复正常使用状态AF refer to AMM21-51-21 replace the RAM air inlet actuatordo the installation test the result is normal put it back tonormal useable condition赖伟冬,6602,541674-4                ,12743           ,,15137,30390.5,, ,(AOG)ACTUATOR-EXHAUST                                       ,2614636,10657913
73N,73N02981,5481    ,DE    ,CC    ,541674-4                ,13556           ,21    ,X,X,FAIL  ,2011-09-03,6905:11,3544,6226:04,3205,2014-12-04,17823:13,9279,17144:06,8940,,10918:02,"   依据AMM21-51-21更换右组件冲压进气门作动筒,测试正常. 王小鹏关闭DD201427995.PER AMM21-51-21 replaced RH ram air inlet actuator,testis ok,closed the DD201427995",5735,541674-4                ,16-3228         ,HONEYWELL,45937,80446.45,10918:02,5735,(AOG)ACTUATOR-EXHAUST                                       ,2943169,10659655
73N,73N03647,5580    ,DE    ,CC    ,541674-4                ,14960           ,21    ,X,X,FAIL  ,2011-05-01,00:00,0,00:00,0,2013-08-12,7268:19,3858,7268:19,3858,,7268:19, 航后完成DD201315730.更换ACT，恢复M项。测试正常。韦雄飞AF accomplished DD201315730 replace ACT return M item test ok,3858,541674-4                ,8555            ,,25670,42177.49,, ,(AOG)ACTUATOR-EXHAUST                                       ,2153962,10659939
73N,73N03647,5580    ,DE    ,CC    ,541674-4                ,14911           ,21    ,X,X,FAIL  ,2011-05-01,00:00,0,00:00,0,2013-09-27,7730:25,4106,7730:25,4106,再现时左PACK灯亮按TRIP不可复位，按主警告可复位。机组,7730:25,"    地面按压主警告PACK灯可复位。按MEL21-32放行。机务 FLB10662179地面阅读ZTC1有ACT信息，按AMM21-51-21更换左组件ACT作动器，并将ZTC1和ZTC2对串，按AMM21-61-00测试工作正常。乔慧璋 AF readed ZTC1 have ACTmessage,refered to AMM21-51-21 replaced ACT of L/H pack,exchange ZTC1and ZTC2,refered AMM21-61-00,test bite normal.",4106,541674-4                ,11019           ,,21307,41837.32,, ,(AOG)ACTUATOR-EXHAUST                                       ,2219164,10662177
73N,73N02772,5427    ,DE    ,CC    ,541674-4                ,13070           ,21    ,X,X,FAIL  ,2012-05-20,10915:34,5595,10915:34,5595,2013-09-26,15380:35,7866,15380:35,7866,"开车后左组件灯亮,按检查单处理.  机组",4465:01,"        按 MEL21-01-01-01 保留故障,无M项工作 O项由机组完成,正常放行. HGH机务FLB10662250B 过站检查左组件在现时PACK 灯亮,过站按MEL21-32 放行,取消MEL21-01-01-01 保留.  CKG机务TR inspect find the left pack light bright when recall TR dispatchrefer to MEL21-32 cancel the MEL21-01-01-01 dispatchFLB10662253A 航后依据 AMM21-51-21-400-801 更换左组件ACT,多次测试ZTC工作正常. 加英AF refer to AMM21-51-21-400-801 replace the left pack ACT test manytime work normal.",2271,541674-4                ,9972            ,,30470,58615.07,, ,(AOG)ACTUATOR-EXHAUST                                       ,2217813,10662250
73N,73N02648,5375    ,DE    ,CC    ,541674-4                ,13149           ,21    ,X,X,FAIL  ,2012-12-17,14792:40,7704,11104:24,5702,2014-02-13,18683:14,9689,14994:58,7687,"空中再现时左组件灯亮,复位后左组件灯灭.刘贵生",3890:34,"        地面按压再现时左组件灯还亮,依据MEL21-00做区域温度控制器自检,ACT灯亮,按MEL21-01-01-01保留,提示机组有""elease the aircraft and fo zonetemperature  control test,remain ""ACT""red light on.FLB10663555B航后依据AMM21-32-00更换左侧ACT,测试无故障信息.长时间使用左组件工作正常.赵宏泽AF refer to AMM21-32-00 replaced the LH ACT,test no fault code,theLH pack was work normally.TAG:3004660.fft pack ACT test manytime work nor",1985,541674-4                ,12359           ,重庆鹏华,9805,19574.45,3890:34,1985,(AOG)ACTUATOR-EXHAUST                                       ,2439272,10663555
73N,73N02042,5180    ,DE    ,CC    ,541674-4                ,13717           ,21    ,X,X,CAN   ,2010-08-27,14166:12,6964,2151:39,1051,2013-06-11,23197:38,11459,11183:05,5546,"再现时右组件灯亮,复位可熄灭.机组",9031:26,"      TR自检ZTC2有ACT信息,完成ZTC2自检后测试右组件工作正常,右PACK灯不亮王健TR BIET ZTC2 have ACT message accomplish ZTC2 bite RH pack to normalRH pack light don`t come onFL106664915航后自检ZTC正常,更换右组件ACT作动器,测试正常,自检无信息.ACT从2158串至本机.陈衍革AFaccomplish BITE ok replaced ACT of R PACK test OK ACT swaped from",4495,541674-4                ,11468           ,HONEYWELL,19263,37030.47,9031:26,4495,(AOG)ACTUATOR-EXHAUST                                       ,2062793,10664912
73N,73N01805,5137    ,DE    ,CC    ,541674-4                ,14051           ,21    ,X,X,FAIL  ,2013-05-24,22646:41,11552,8656:08,4356,2014-06-04,25887:47,13212,11897:14,6016,FROM  FLBT10670992B,3241:06,"    航后依据AMM21-51-21更换右空调组件冲压进气门作动筒,自检ZTC上无信息,关闭FC20140187    詹新权AF refer AMM21-51-21 to replace the RAM an inlet actuator forthe right pack and bite ZTC test is normal and no message closethe FC201412187    詹新权",1660,541674-4                ,42-5773         ,HONEYWELL,45890,84409.47,3241:06,1660,(AOG)ACTUATOR-EXHAUST                                       ,2623722,10670996
73N,73N03783,5611    ,DE    ,CC    ,541674-4                ,15263           ,21    ,X,X,FAIL  ,2011-09-17,00:00,0,00:00,0,2014-01-14,7598:43,3900,7598:43,3900,,7598:43,"         航后自检ZTC1 和ZTC2 均无故障信息，检查左组件冲压涡轮工作正常，叶片正常，左组件旁通单向活门在位工作正常，检查左组件冲压进气口连杆机构作动正常，依据AMM21-51-21 更换右组件冲压进气门作动筒测试正常，袁帅Af do the ZTC 1 and ZTC 2 bite is normal ,check the ACM of L packWork normal ,and its blade is notmal ,the bypass check valve workNormal in positionFLB10677975BCheck the link mechanisca of ram air inlet is normal refer to AMM21-51-21 replace the ACT of RH pack test ok",3900,541674-4                ,8513            ,,26784,41949.09,, ,(AOG)ACTUATOR-EXHAUST                                       ,2388758,10677975
73N,73N02073,5181    ,DE    ,CC    ,541674-4                ,12-5534         ,21    ,X,X,FAIL  ,2012-05-22,19471:18,9532,43930:13,24191,2013-09-25,23851:31,11838,48310:26,26497,再现时右组件灯亮right pack light on when recall check机组,4380:13,  航后检查右组件冲压空气作动器故障依据AMM21-51-00更换测试正常AF check R pack ram air actuator fail replace it and test ok黄热星,2306,541674-4                ,15700           ,重庆鹏华,1807,3555.02,4380:13,2306,(AOG)ACTUATOR-EXHAUST                                       ,2216106,10678038
73N,73N01805,5137    ,DE    ,CC    ,541674-4                ,13234           ,21    ,X,X,FAIL  ,2012-04-24,18989:43,9772,8370:39,4503,2013-05-24,22646:41,11552,12027:37,6283,,3656:58,"      FROM FLB10628233A航后为进一步排除地面右组件灯亮,依据AMM21-51-21更换右组件ACT,依据AMM21-61-00完成ZTC自检,测试正常AF for troubleshooting on ground pack light is on refer toAMM21-51-21 replace the RH ACT and do RH ZTC bite test theresult is ok杨旭",1780,541674-4                ,14051           ,HONEYWELL,13501,25434.46,3656:58,1780,(AOG)ACTUATOR-EXHAUST                                       ,2037754,10679361
73N,73N00273,2646    ,DE    ,CC    ,541674-4                ,45-6440         ,21    ,X,X,FAIL  ,2006-01-27,23032:23,11868,24416:10,16477,2013-06-26,47342:47,24338,48726:34,28947,再现时有PACK灯亮(袁彬),24310:24,"    过站时间短,依据MEL21-32放行飞机航后处理(袁彬)AF do it见FLB10680057航后自检有ZTC右ACT代码,依据AMM24-51更换ACT测试正常(赵惠)AF refer to AMM24-51 replace the ACT test is ok",12470,541674-4                ,11109           ,武汉航达,15477,30663.57,24310:24,12470,(AOG)ACTUATOR-EXHAUST                                       ,2083794,10680052
73N,73N00477,5080    ,DE    ,CC    ,541674-4                ,13315           ,21    ,X,X,FAIL  ,2011-02-06,40290:23,19575,5314:22,2782,2013-09-25,49056:59,24256,14080:58,7463,右组件单通道失效.机组,8766:36,"  航后自检有ACT信息,依据AMM21-51更换右组件冲压作动器,测试无信息.周永文AF bite have the ACT message refer to AMM21-51 replace the RAM airinlet actuator of R pack",4681,541674-4                ,14136           ,HONEYWELL,6368,12759.01,8766:36,4681,(AOG)ACTUATOR-EXHAUST                                       ,2216476,10681525
73N,73N02854,5465    ,DE    ,CC    ,541674-4                ,68-7576         ,21    ,X,X,FAIL  ,2010-10-29,5314:22,2782,35099:14,20557,2013-07-22,14177:10,7235,43962:02,25010,机组反映再现时左组件灯亮，按压主警告可复位.吕珂,8862:48,  航后自检左组件有ACT信息，更换RAM AIR ACT 测试系统工作正常.吕珂AF do the the  test in the ZTC there is message ACT refer toAMM21-51-21 replaced the  rom air inlet actuator test it normal,4453,541674-4                ,11543           ,重庆鹏华,16735,32365.08,8862:48,4453,(AOG)ACTUATOR-EXHAUST                                       ,2121898,10688468
73N,73N03378,5539    ,DE    ,CC    ,541674-4                ,14347           ,21    ,X,X,FAIL  ,2010-08-10,00:00,0,00:00,0,2014-02-05,11286:46,5911,11286:46,5911,再现时组件灯亮，有ACT信息在ZTC2上。冯亮The pack on when resent there is ACT message on ZTC2,11286:46, 航后依据AMM21-51-21更换右组件ACT作动器，测试正常。冯亮AF refer to AMM21-51-21 replace R pack ACT artuator test ok.,5911,541674-4                ,10444           ,,23724,48011.16,, ,(AOG)ACTUATOR-EXHAUST                                       ,2423717,10689520
