机型,制造序列号,机号,参考类型,指令类型,件号,序号,章节号,非计划,故障确认,拆换原因,安装日期,部件装上飞行小时数,部件装上飞行循环数,部件装上使用小时数,部件装上使用循环数,拆换日期,部件拆下飞行小时数,部件拆下飞行循环数,部件拆下使用小时数,部件拆下使用循环数,故障描述,部件本次装机使用小时,故障处理,部件本次装机使用循环,装上件号,装上序号,最近送修公司,CY TSN,FH TSN,送修至拆下时间/FH,送修至拆下时间/CY,件号描述,DEF#,TLB号
73N,73N00212,2638    ,NRC   ,CC    ,57186-10                ,200482          ,29,X,X,FAIL  ,2007-09-10,29569:18,14558,34007:46,21521,2007-09-10,29569:18,14558,34007:46,21521,由于排故更换A系统EMDP.REPLACE THE EMDP OF SYSTEM A FOR FAULT ISOLATION.,00:00,"      1.根据AMM29-11-21-000-802-002拆下A系统EMDP。 REMOVE SYS A EMDP REFER TO AMM29-11-21-000-802.AIRP2.根据AMM29-11-21-400-802安装新A系统EMDPINSTALL A NEW SYS A EMDP REFERTO AMM29-11-21-400-802.MINPRII3.参考AMM29-11-21-700-801完成EMDP安装测试，确认EMDP工作符合手册要求。DO THE EMDP INASTALLATION TEST REFER TO AMM29-11-21-700-801, MAKE SURETHE EMDP WORKS ACCORD WITH THE MANUAL。AIRP",0,887477                  ,MX603630        ,武汉航达,25834.0,34918.19,00:00,0,（完全禁订）PUMP                                            ,210208,
73N,73N00212,2638    ,NRC   ,CC    ,57186-10                ,K1331           ,29,X,X,FAIL  ,1999-03-24,00:00,0,00:00,0,2007-09-10,29569:18,14558,29569:18,14558,"执行工卡QZ-29-020-00-00(更换A,B液压系统压力油滤滤芯),发现A系统EMDP压力油滤中大量金属屑.FIND A LOT OF METAL PARTICLES IN THE A SYSTEM EMDP PRESSURE FILTER AFTER WORK FOR QZ-29-020-00-00.",29569:18,                 1.根据AMM29-11-51检查并更换A系统壳体回油滤.INSPECT AND REPLACE THE A SYSTEM CASE DRAIN FILTER REFER TO AMM29-11-51.AIRP2.根据AMM29-11-27检查并更换A系统消音滤.INSPECT AND REPLACE THE A SYSTEM ACOUSTIC FILTER REFER TO AMM21-11-27.AIRP3.根据AMM29-11-21更换EMDP.REPLACE THE EMDP REFER TO AMM29-11-21.MINPRI4.根据AMM29-11-51测试检查A系统壳体回油滤.CHECK AND INSPECT A SYSTEM CA5.根据AMM29-11-27测试并检查A系统消音滤.CHECK AND INSPECT THE A SYSTEMACOUSTIC FILTER REFER TO AMM29-11-27.AIRP6.根据AMM29-11-21测试并检查EMDPCHECK AND INSPECT THE EMDP REFER TO AMM29-11-21.AIRPPN OFF:840002-074SN OFF:4785PN ON:84002-074SN ON:10114PN OFF:57186-10SN OFF:K1331PN ON:57186-10SN ON:200482,14558,57186-10                ,200482          ,,40033.0,67240.28,, ,（完全禁订）PUMP                                            ,210265,
73N,73N00515,5081    ,NRC   ,CC    ,57186-10                ,K1792           ,29,X,X,FAIL  ,2003-12-13,00:00,0,00:00,0,2012-01-09,41040:37,20230,41040:37,20230,"液压A系统EMDP壳体回油滤中发现大量金属屑。 
THERE WERE A LOT OF METALPARTICLES FOUND IN THE HYDRAULIC SYSTEM A EMDP CASE DRAIN FILTER.",41040:37,"                     1
1-1.  参考AMM29-11-21-000-802-002拆下EMDP。 
REMOVE THE EMDP REFERTO AMM29-11-21-000-802-002 
1-2.  参考AMM29-11-21-400-802-002安装EMDP。 
INSTALL THE EMDP REFER TO AMM29-11-21-000-802-002. RII
1-3.  参考AMM29-11-00-170-801冲洗液压管路。 
FLUSH THE HYDRAULIC SYSTEM A LINESREFER TO AMM29-11-00-170-801. 
1-4.  参考AMM29-11-41-000-801拆下EMDP壳体回油滤。 
REMOVE THE FILTER ELEMENT OF THE CASE DRA",20230,57186-10                ,571866099       ,,6357.0,13164.29,, ,（完全禁订）PUMP                                            ,486133,
73N,73N00577,5090    ,NRC   ,CC    ,57186-10                ,571865168       ,29,X,X,FAIL  ,2011-07-14,31742:17,22275,8920:33,4787,2012-08-03,35254:03,24057,12432:19,6569,"液压A系统EMDP壳体回油滤中发现大量金属屑。 
THERE WERE A LOT OF METALPARTICLES FOUND IN THE HYDRAULIC SYSTEM A EMDP CASE DRAIN FILTER",3511:46,"                     1
1-1.  参考AMM29-11-21-000-802-002拆下EMDP。 
REMOVE THE EMDP REFERTO AMM29-11-21-000-802-002 
1-2.  参考AMM29-11-21-400-802-002安装EMDP。 
INSTALL THE EMDP REFER TO AMM29-11-21-000-802-002. RII
1-3.  参考AMM29-11-00-170-801冲洗液压管路。 
FLUSH THE HYDRAULIC SYSTEM A LINESREFER TO AMM29-11-00-170-801. 
1-4.  参考AMM29-11-41-000-801拆下EMDP壳体回油滤。 
REMOVE THEELEMENT OF THE CASE DRAIN FILTE",1782,887477                  ,MX621721        ,PARKER  US,26026.0,42910.33,3511:46,1782,（完全禁订）PUMP                                            ,529768,
73N,73N00607,2651    ,NRC   ,CC    ,57186-10                ,K2000           ,29,X,X,FAIL  ,2000-07-25,00:00,0,00:00,0,2006-04-28,20403:36,10408,20403:36,10408,B液压系统EMDP壳体回油滤发现金属屑。METAL CONTAMINATION FOUND IN THE SYS B EMDP CASE DRAIN FILTER.,20403:36,   1  按AMM29-11-21更换B系统EMDP。REPLACE THE SYS B EMDP REF AMM29-11-21.  机身 　 　  RII2  按AMM29-11-21完成相关测试。DO THE TEST REF AMM29-11-21.  机身 　 　,10408,57186-10                ,K0671           ,,32152.0,59442.52,, ,（完全禁订）PUMP                                            ,179472,
73N,73N00731,2652    ,NRC   ,CC    ,57186-10                ,K2119           ,29,X,X,FAIL  ,2000-12-24,00:00,0,00:00,0,2007-03-08,22314:22,11126,22314:22,11126,"更换A系统EMDP壳体回油滤时发现滤芯上有大量小金属颗粒。 
WE FIND A LARGE QUANTITY OF SMALL METAL PARTICLES IN THE FILTER WHENWE REPLACE THE SYSTEM A EMDP CASE DRAIN FILTER。",22314:22,"                                     1根据AMM29-11-71-000-801拆下A系统压力油滤，检查滤杯没有金属屑，冲洗压力油滤与EMDP之间的油管。 
RMEOVE THE SYS A PRESSURE FILTER MODULE REFER TOAMM29-11-71-000-801，THERE ARE NO METAL PARTICLE IN THE BOWL，FLUSHTHE HYDRAULIC LINES BETWEEN THE PRESSURE FILTER AND EMDP. AIRP
1X2
　  
2  根据AMM29-22-21-000-801拆下PTU压力油滤组件，检查滤杯没有金属屑。 
REMOVE THE PTU PRESSURE FILTER MODULE REFER TOAMM29-22-21-000-801.THERE ARE NO METAL PARTICLE IN THE BOWL 
1X1
3根据AMM29-11-27-0",11126,57186-10                ,263650          ,,24711.0,46239.55,, ,（完全禁订）PUMP                                            ,200557,
73N,73N00731,2652    ,NRC   ,CC    ,57186-10                ,263650          ,29, , ,SCH   ,2007-03-08,22314:22,11126,17977:39,9507,2010-03-27,31812:32,16030,27475:49,14411,"A液压系统噪音很大,更换A系统EMDP。SYSTEM A HAS BIG NOISE，AND REPLACE THE SYSTEM A EMDP.",9498:10,       1.参考AMM29-11-21-000-802-002拆下A系统EMDP。REMOVE THE SYSTEM A EMDP REFER TO AMM29-11-21-000-802-002.AIRP2.参考AMM29-11-21-400-802-002安装A系统EMDP。INSTALL THE SYSTEM A EMDPREFER TO AMM29-11-21-400-802-002.MINPRII3.参考AMM29-11-21-400-802-002执行相关的安装测试，确保符合手册要求。 CARRY OUT THE INSTALLATION TEST REF TO AMM29-11-21-400-802-002，AND MAKESURE THE RESULT IS SATISFIED WITH THE MANUAL。AIRP挂签号：9010881 舒瑜军,4904,57186-10                ,K1853           ,武汉航达,30640.0,59916.56,9498:10,4904,（完全禁订）PUMP                                            ,338433,
73N,73N01170,2676    ,NRC   ,CC    ,57186-10                ,571865168       ,29,X,X,FAIL  ,2013-01-24,35756:52,18230,12432:19,6569,2015-07-12,43536:24,22318,20211:51,10657,"检查发现A液压系统EMDP插头烧蚀，更换EMDP和销钉.
CHECK AND FOUND PLUG OF THE SYS A EMDP WAS BURNED, NEED TO REPLACE EMDP AND PLUG.",7779:32,"       1
1-1.  参考AMM29-11-21-000-801-001拆下EMDP。 
REMOVE THE EMDP REFERTO AMM29-11-21-000-801-001. 
1-2.  参考AMM29-11-21-400-801-001安装EMDP。
 INSTALL THE EMDP REFER TO AMM29-11-21-400-801-001. 
1-3.  依据SWPM20-60-08，更换EMDP电源插头三个销钉. 
REF TO SWPM20-60-08，REPLACE EMDP POWER PLUG THREE PIN. 
1-4.  参考AMM29-15-22-404-019做相关测试,结果符合手册要求. 
REFER TO AMM29-15-22-404-019 DO PUMP INSTALLATION TEST,THE TEST RESULT MEET THE MANAUL REQUIRES 
1-5.  办理OI项FC，到期更换油滤，FC号：               。
RAISE OI FC:               . 
",4088,57186-10                ,571865626       ,武汉航达,15277.0,28879.4,7779:32,4088,（完全禁订）PUMP                                            ,747955,
73N,73N01619,5292    ,NRC   ,CC    ,57186-10                ,571864056       ,29,X,X,FAIL  ,2012-05-09,27465:08,9350,15345:23,5137,2013-12-25,32202:41,13226,20082:56,9013,"检查发现液压A系统EMDP金属屑超标需更换.
CHECK FOUND THE SYS A EMDP FOUND OUT OF LIMIT NEED TO REPLACE.",4737:33,"                          1
1-1.  参考AMM TASK 29-11-21-000-801-001(REV.52),拆下A系统EMDP 
REFER TO AMM TASK 29-11-21-000-801-001(REV.52),REMOVED SYS A EMDP 
1-2.参考AMM TASK 29-11-21-400-801-001(REV.52),安装A系统EMDP. 
REFER TO AMM TASK 29-11-21-400-801-001(REV.52),INSTALLED SYS A EMDP 
1-3.  参考AMM29-11-00-170-801(REV.52)冲洗液压管路。 
FLUSH THE HYDRAULIC SYSTEM ALINES REFER TO AMM29-11-00-170-801(REV.52). 
1-4.  参考AMM29-11-41-400-801(REV.52)拆下EMDP壳体回油滤。 
REMOVE THE FILTER ELEMENT OF THE CASE DRAIN FILTER MODULE FOR THE EMDP REFER TO AMM29-11-41-400-801(REV.52). 
1-5.  参考AMM29-11-41-400-802(REV.52)安装新的EMDP壳体回油滤。 
INSTALL A NEW EMDP CASE DRAIN FILTER REFER TO AMM29-11-41-400-802(REV.52). 
1-6.  参考AMM29-11-71-000-802(REV.52)拆下EMD",3876,57186-10                ,571866199       ,,17130.0,25578.15,, ,（完全禁订）PUMP                                            ,635308,
73N,73N01832,5138    ,NRC   ,CC    ,57186-10                ,571863863       ,29,X,X,FAIL  ,2005-12-01,00:00,0,00:00,0,2013-02-20,24883:19,12383,24883:19,12383,"检查发现液压A系统EMDP金属屑超标需更换.
CHECK FOUND THE SYS A EMDP FOUND OUT OF LIMIT NEED TO REPLACE..",24883:19,"                  1
1-1.  参考AMM TASK 29-11-21-000-801-001,拆下A系统EMDP 
REFER TO AMMTASK 29-11-21-000-801-001,REMOVED SYS A EMDP  
1-2.  参考AMM TASK 29-11-21-400-801-001,安装A系统EMDP. 
REFER TO AMM TASK 29-11-21-400-801-",12383,57186-10                ,K0329           ,,44670.0,74636.37,, ,（完全禁订）PUMP                                            ,563030,
73N,73N02046,5439    ,NRC   ,CC    ,57186-10                ,571864063       ,29,X,X,FAIL  ,2006-08-29,00:00,0,00:00,0,2012-05-12,17410:21,8729,17410:21,8729,"检查发现B系统电动泵压力低（2840PSI）.
Check found System B HydraulicPressure Low(2840PSI).",17410:21,"       1
1-1.  参考AMM29-11-21-000-802-002拆下B系统EMDP.
TASK AMM29-11-21-000-802-002  Electric Motor-Driven Pump (EMDP) Removal Of System B. 
1-2.  参考AMM29-11-21-400-802-002 安装B系统EMDP.
TASK AMM29-11-21-400-802-002 Electric Motor-Driven Pump (EMDP) Installation Of System B. 
1-3.  参考AMM29-11-00-860-803测试B系统工作正常，B系统EMDP无渗漏.
Hydraulic System Pressurization with an Electric Motor-Driven Pump (EMDP), TASK 29-11-00-860-803. 
张岳",8729,57186-10                ,571866243       ,,13122.0,25317.1,, ,（完全禁订）PUMP                                            ,512903,
73N,73N02073,5181    ,NRC   ,CC    ,57186-10                ,571864162       ,29,X,X,FAIL  ,2006-09-28,00:00,0,00:00,0,2011-07-10,16654:21,8142,16654:21,8142,"液压A系统EMDP壳体回油滤中发现大量金属屑。 
THERE WERE A LOT OF METALPARTICLES FOUND IN THE HYDRAULIC SYSTEM B EMDP CASE DRAIN FILTER.",16654:21,"                        1
1-1.  参考AMM29-11-21-000-802-002拆下EMDP。
REMOVE THE EMDP REFER TO AMM29-11-21-000-802-002. 
1-2.  参考AMM29-11-21-400-802-002安装EMDP。 
INSTALL THE EMDP REFER TO AMM29-11-21-000-802-002. RII
1-3.  参考AMM29-11-00-170-801冲洗液压管路。 
FLUSH THE HYDRAULIC SYSTEM A LINESREFER TO AMM29-11-00-170-801. 
1-4.  参考AMM29-11-41-400-801拆下EMDP壳体回油滤。 
REMOVE THE FILTER ELEMENT OF THE CASE DRAIN FILTER MODULE FOR THE EMDP REFER TO AMM29-11-41-400-801. 
1-5.  参考AMM29-11-71-000-802拆下压力油滤。 
REMOVE THE FILTER ELEMENT OF THE PRESSURE MODULE REFER TO AMM29-11-71-000-802. 
1-6.  根据AMM29-11-41-400-802安装新的EMDP壳体回油滤。 
INST",8142,57186-10                ,267080          ,,34198.0,61964.34,, ,（完全禁订）PUMP                                            ,445897,
