机型,制造序列号,机号,参考类型,指令类型,件号,序号,章节号,非计划,故障确认,拆换原因,安装日期,部件装上飞行小时数,部件装上飞行循环数,部件装上使用小时数,部件装上使用循环数,拆换日期,部件拆下飞行小时数,部件拆下飞行循环数,部件拆下使用小时数,部件拆下使用循环数,故障描述,部件本次装机使用小时,故障处理,部件本次装机使用循环,装上件号,装上序号,最近送修公司,CY TSN,FH TSN,送修至拆下时间/FH,送修至拆下时间/CY,件号描述,DEF#,TLB号
73N,73N02885,5467    ,DE    ,CC    ,398908-5                ,24375           ,21    ,X,X,FAIL  ,2016-12-06,24265:21,12328,3592:00,1698,2017-06-03,25866:56,13171,5193:35,2541,FL11240605A,1601:35,"   航后依据AMM21-51-10更换左组件温度控制活门,做安装测试,结果正常AF refer to AMM21-51-10 replace the LH pack TCV,do the installationtest ,the result is ok赖伟冬",843,398908-3                ,10809           ,海口维修室,17220,33300.5,, ,(AOG)VALVE                                                  ,5021801,11240608
73N,73N05906,7175    ,DE    ,CC    ,398908-5                ,27750           ,21    , , ,SWAP  ,2017-04-10,2640:58,1479,452:01,248,2017-06-03,3090:02,1714,901:05,483,监控左组件温度高. 唐刚MONITOR LH PACK HIGH TEMPERATURE,449:04,   航后检查左组件TCV和STCV 无漏气.检查TCV 活门卡滞.依据AMM21-61-00与后舱配平活门对串.并完成相关测试. 唐刚AF CHECK THE LH PACK TCV AND STCB NO LEAK CHECK TCB WAS BROKEN REFERTO AMM21-61-00 INTERCHANGE WITH AFT AIR VALVE AND TEST OK,235,398908-5                ,26748           ,霍尼韦尔,4372,8190.17,449:04,235,(AOG)VALVE                                                  ,5021553,11240696
73N,73N05906,7175    ,DE    ,CC    ,398908-5                ,27750           ,21    ,X,X,FAIL  ,2017-06-03,3090:02,1714,901:05,483,2017-06-04,3100:51,1718,911:54,487,监控左组件温度高. 杜定杰MONITOR L PACK HIGH TEMPERTURE,10:49,  航后依据AMM21-61-21 更换后舱配平活门.测试正常. 杜定杰AF REFER TO AMM21-61-21 REPLACED AFT COMPANTER FRIM AIR VALVE TESTIS NORMAL,4,398908-3                ,17431           ,霍尼韦尔,10349,20366.42,459:53,239,(AOG)VALVE                                                  ,5024342,11240699
73N,73N02806,5428    ,DE    ,CC    ,398908-5                ,21218           ,21    ,X,X,FAIL  ,2017-05-31,25899:32,13743,7787:41,4096,2017-06-07,25960:06,13774,7848:15,4127,"机组报告空中左组件灯亮,按压主警告灯灭,自检ZTC1有TCV信息 crew rwpot Lpack light on press maste contion light off bite ZTC1 have   齐建科",60:34,"   航后依据AMM21-51-10更换左组件TCV测试无渗漏,依据AMM21-61-00自检ZTC1无故障信息   TAG:7025911 AF refer to AMM21-51-10 replace L PACK TCVtest no leakage refer to AMM21-61-00 bite ZTC no have message齐建科",31,398908-3                ,10604           ,海口维修室,15163,30852.26,60:34,31,(AOG)VALVE                                                  ,5035150,11247068
73N,73N02330,5338    ,DE    ,CC    ,398908-5                ,18615           ,21    ,X,X,FAIL  ,2016-10-31,29830:57,15143,9211:15,4480,2017-10-11,32575:57,16748,11956:15,6085,,2745:00,"     FROM:11264389为进一步排除驾驶舱温度调节失效故障,依据AMM21-61-21-400-801 更换驾驶舱配平活门,测试正常,无渗漏  TAG;7016720fo the troubleshooting the temp adjusted failure cackpitAF refer to AMM21-61-1-400-001 repalce zone trim air modulatingvalve of cockpit tets ok   党涛",1605,398908-5                ,20864           ,霍尼韦尔,1593,2696.52,2745:00,1605,(AOG)VALVE                                                  ,5412716,11249334
73N,73N02330,5338    ,DE    ,CC    ,398908-5                ,20864           ,21    ,X,X,FAIL  ,2017-10-11,32575:57,16748,2677:42,1587,2017-10-13,32581:20,16751,2683:05,1590,,05:23,   航后依据MCO-2017-10-13-201完成配平活门测试结果正常AF accomplishe MCO replace the trim valve and test ok亓艳彬TAG 4015589,3,398908-3                ,9952            ,霍尼韦尔,16452,32307.22,05:23,3,(AOG)VALVE                                                  ,5418922,11249340
73N,73N05418,1799    ,DE    ,CC    ,398908-5                ,22131           ,21    ,X,X,FAIL  ,2016-10-11,3562:23,1778,4855:40,2379,2017-06-30,5769:47,2900,7063:04,3501,再现时左组件PACK灯亮自检ZTC有TCV信息.   顾建ONLINE THE PACK WAS ILLUMINATION FUNISHED ZTC BITE HAS TCV MESSAGE,2207:24,"   依据 AMM21-61-00 更换左组件TCV并测试无渗漏测试正常, 并完成氮气反向冲洗.   顾建REFR TO AMM21-61-00 REPLACE THE TCV ON THE LEFT A/C TEST DON'T FOUNDLEAKAGE AND IS NORMAL THE USE THE CLEAN THE DOUBLE EXHEAL",1122,398908-5                ,22431           ,海口维修室,6622,12243.53,, ,(AOG)VALVE                                                  ,5098979,11256332
73N,73N05460,1505    ,DE    ,CC    ,398908-5                ,17096           ,21    ,X,X,FAIL  ,2016-12-17,4608:15,2285,9429:21,4802,2017-09-07,6770:57,3481,11592:03,5998,,2162:42,"   航后依据AMM21-51-10更换左组件TCV,测试正常AF ref to AMM21-51-10 replace L pack TCV and test ok于紫强TAG 4005773",1196,398908-3                ,9312            ,海口维修室,19390,38018.19,, ,(AOG)VALVE                                                  ,5309671,11256914
73N,73N02593,5372    ,DE    ,CC    ,398908-5                ,27404           ,21    ,X,X,FAIL  ,2017-05-28,29306:52,15100,2588:34,1265,2017-09-29,30303:34,15850,3585:16,2015,起动发动机慢车位后再现检查右PACK组件灯亮 按在MASTER CAUTION 右PACK机组,996:42,"        FROM FLB 11258262A
过站自检ZTV有TCV信息 清除信息按MEL21-32放行.CAN机务
TR BITE ZTC and TCV message clean the message refer to MEL21-32
disaptch .CAN机务
FROM FLB 11258264A 
航后依据AMM21-51-10更换右组件温度控制活门.测试正常 无渗漏ZTC自检正常无信息.杨刚 
AF refer to AMM21-51-10 repalce the right pack TCV test it ok noleakage ZTC BITE test ok message",750,398908-5                ,4354            ,霍尼韦尔,32176,51557.02,996:42,750,(AOG)VALVE                                                  ,5379929,11258261
73N,73N05167,1725    ,DE    ,CC    ,398908-5                ,22669           ,21    ,X,X,FAIL  ,2016-11-03,5941:25,2991,5712:19,2921,2017-09-21,8765:41,4450,8536:35,4380,乘务反映前舱热.   张曦CREW REPORT FWD CABIN HOT,2824:16," 航后依据 AMM21-61-21 更换前舱配平活门, 测试正常.   张曦AF REFER TO AMM21-61-21 REPLACE FWD MODULATING VALVE TEST NORMAL.",1459,398908-5                ,24045           ,海口维修室,6116,10281.31,, ,(AOG)VALVE                                                  ,5352704,11265225
73N,73N01796,5136    ,DE    ,CC    ,398908-5                ,24508           ,21    ,X,X,FAIL  ,2017-05-22,35401:39,17863,4077:05,1910,2017-09-05,36137:53,18237,4813:19,2284,"在空中,右PACK灯再现亮机组",736:14,"   过站依据AMM21-51-10更换右组件TCV,测试正常TR refer to AMM21-51-10 replace RH pack TCV,test normal李旭东卡子clam(2ea):BACC10DU200ABE",374,398908-5                ,27345           ,霍尼韦尔,3798,7173.37,736:14,374,(AOG)VALVE                                                  ,5301185,11267629
73N,73N04147,5686    ,DE    ,CC    ,398908-5                ,24616           ,21    ,X,X,FAIL  ,2017-06-04,15347:55,7932,4364:56,2212,2017-11-02,16601:40,8569,5618:41,2849,TR检查左PACK灯亮。TR FIND L/H PACK LIGHT ON.XIY机务,1253:45,"       TR 按AMM21-61-00做ZTC测试，测试OK,左PACK灯灭。TR REF AMM21-61-00 ACCOMPANISHED ZTC TEST ,TEST OK.L/H PACK LIHGTLIGHT OFF.XIY机务FROM FLB11300018AFLB 11300021 航后依据AMM21-51-10更换左侧TCV,依据AMM21-61-00-700-806自检ETC测试正常无渗漏。AF REF AMM21-51-10 REPLACE L/H TCV,REF AMM21-61-00-700-806-002 BITEETC,TEST OK AND NO LEAKAGE. 沈潜",637,398908-5                ,24508           ,海口维修室,3198,6505.39,, ,(AOG)VALVE                                                  ,5481089,11300018
73N,73N04147,5686    ,DE    ,CC    ,398908-5                ,24508           ,21    ,X,X,FAIL  ,2017-11-02,16601:40,8569,4813:19,2284,2017-11-04,16613:07,8576,4824:46,2291,,11:27,"    FROM FLB11300023A  航后依据AMM21-51-10,更换左TCV，依据AMM21-61-00-700-806-000自检ZTC测试正常，无渗漏。PF REF AMM21-51-10,REPLACED L/H TCV REF AMM21-51-10-00-700-806-002BITE ZTC,TEST OK AND NO LEAKAGE.沈潜",7,398908-5                ,8204            ,霍尼韦尔,20351,39926.33,11:27,7,(AOG)VALVE                                                  ,5487473,11300027
73N,73N05577,6066    ,DE    ,CC    ,398908-5                ,24970           ,21    ,X,X,FAIL  ,2015-09-02,00:00,0,00:00,0,2017-10-30,5768:40,3027,5768:40,3027,"过站检查右组件再现亮,检查右组件,有TCV信息,清除后正常.  梅超TR monitor the R pack reappear bright is test the R pack have TCVmessage after clean is normal",5768:40,"    航后后依据FIM TSAK21-62TASK801自检右组件无信息,依据FIM21-62TASK831排故,并依据AMM21-51-10-000-801更换右组件TCV,测试正常,无渗漏.  梅超AF refer to FIM TASK21-62 TASK801 test the right pack is normal referto FIM21-62 TASK831 removal of fault and refer to AMM21-51-10-000-801replace the right TCV test is OK, no leakage",3027,398908-3                ,3487            ,,32403,53003,, ,(AOG)VALVE                                                  ,5472579,11309190
73N,73N06553,1490    ,DE    ,CC    ,398908-5                ,30256           ,21    ,X,X,FAIL  ,2017-08-18,00:00,0,00:00,0,2017-10-24,413:50,243,413:50,243,,413:50,  航后完成MCO-2017-10-24-143更换驾驶舱配平活门.贺达达 挂签号7019968AF accomplished job card MCO-2017-10-24-143 replaced the valve ofcontrol cabin,243,398908-3                ,4355            ,,31253,49094.24,, ,(AOG)VALVE                                                  ,5454998,11309385
73N,73N06628,1497    ,DE    ,CC    ,398908-5                ,30688           ,21    ,X,X,FAIL  ,2017-10-02,00:00,0,00:00,0,2018-01-14,675:06,359,675:06,359,CONT CAB SUPPLY DUCK TEMP DIAPLAY 0°ON GROUND机组,675:06,    航后自检有F/D TRIM VALVE信息，航后依据AMM21-61-21更换驾驶舱配平活门，测试正常，TAG:7059041AF do the PFTC BITE has F/D TRIM VALVE message，AF refer to AMM21-61-21 replaced the cont cabin trim valve tets it ok徐龙祥,359,398908-3                ,12630           ,,14150,28096.54,, ,(AOG)VALVE                                                  ,5725977,11323153
73N,73N05277,1787    ,DE    ,CC    ,398908-5                ,24560           ,21    ,X,X,FAIL  ,2017-01-11,5553:29,2811,2907:56,1414,2017-11-22,8198:02,4317,5552:29,2920,,2644:33,   航后依据AMM21-51-10 更换左组件温度控制活门自检ZTC 无信息检查无森漏完成MCOAF REFER TO AMM21-51-10 REPLACE LEFT PACK TCV BITE ZTC NO MESSAGECHECK NO CEAKAGE ACCOMPLISH MCO   屈永辉,1506,398908-5                ,17096           ,海口维修室,7866,15178.16,, ,(AOG)VALVE                                                  ,5547499,11332623
73N,73N05233,1783    ,DE    ,CC    ,398908-5                ,21077           ,21    ,X,X,FAIL  ,2016-09-29,5280:47,2637,7233:18,3868,2017-12-09,8937:05,4641,10889:36,5872,"地面滑行组件灯亮,按QRH和MBL处置,正常落地,机务检查后左组件恢复正常工作.  机组",3656:18," 航前参考AMM21-51-10更换左组件TCV,测试正常.  林觉PF ref AMM21-51-10 replace L pack TCV,test is normal",2004,398908-5                ,21963           ,海口维修室,6643,13534.54,, ,(AOG)VALVE                                                  ,5603429,11346513
73N,73N05731,7171    ,DE    ,CC    ,398908-5                ,25688           ,21    ,X,X,OBS   ,2016-01-08,00:00,0,00:00,0,2017-12-17,5601:42,3188,5601:42,3188,检查发现驾驶舱和前舱区域灯亮.任俊澄BOEID REPART FLT DFCK AND FLH CALIN ZONE LIGHTS ON,5601:42,"   航后检查ZTC正常无信息,参考AMM21-61-21更换驾驶舱配平活门,测试正常.后续观察使用.任俊澄AF BITE ZTC NORMAL REFER AMM21-61-21 REPLACED CONTREL COMPARTMENTTEST OK LATER WATCH TO USE",3188,398908-5                ,27913           ,,3020,5912.42,, ,(AOG)VALVE                                                  ,5628049,11348337
73N,73N01800,5141    ,DE    ,CC    ,398908-5                ,27750           ,21    ,X,X,FAIL  ,2017-07-04,38236:35,19539,911:54,487,2018-03-05,40070:27,20470,2745:46,1418,再现时驾驶舱区域温度灯亮.房轶智Control cabin zone temperature light come on when reset.,1833:52,"    自检ZTC有配平活门信息,清除后正常,航后依据AMM21-61-21更换驾驶舱配平空气活门并完成相关测试,结果符合手册要求,检查管路无渗漏.房轶智Bite ZTC have trim valve message clear it test normal,AF referAMM21-61-21 replace control cabin trim valve ,test normal,test ductno leakage.",931,398908-5                ,27404           ,霍尼韦尔,2681,4912.49,1833:52,931,(AOG)VALVE                                                  ,5909118,11358492
73N,73N06193,1547    ,DE    ,CC    ,398908-5                ,28245           ,21    ,X,X,FAIL  ,2016-11-22,00:00,0,00:00,0,2018-02-14,3510:24,1781,3510:24,1781,"桂林起飞后发现驾驶舱温度高,无论温度选择器在何位置,驾驶舱管道始终有50°C 左右,后按检查单执行关断配平空气电门,后续正常. 李鑫",3510:24, 依据AMM21-62-01 更换TR1M 活门测试正常. 韩志伟REFER TO AMM21-62-01 REPLACE TRIM VALRE TEST OK,1781,398908-3                ,13309           ,,14156,27458.03,, ,(AOG)VALVE                                                  ,5842267,11358539
73N,73N00577,5090    ,DE    ,CC    ,398908-5                ,18211           ,21    ,X,X,FAIL  ,2016-08-13,48177:39,30077,10535:10,5499,2017-12-15,52270:52,31972,14628:23,7394,"再现前区域温度灯亮,复位时熄灭.  机组",4093:13,"  航后ZTC自检有前轮配平活门信息,依据AMM21-61-21更换活门,测试正常.李康AF ZTC bite has two trim valve message,refer to AMM21-61-21 replacethe valve,test OK",1895,398908-3                ,9156            ,海口维修室,17662,33563.13,, ,(AOG)VALVE                                                  ,5622208,11375545
73N,73N06628,1497    ,DE    ,CC    ,398908-5                ,30690           ,21    ,X,X,FAIL  ,2017-10-02,00:00,0,00:00,0,2017-11-23,283:36,144,283:36,144,,283:36,"   FROM FLB11376386A航后依据AMM21-51-10更换温度控制活门，测试正常AF REFER TO AMM21-51-10 REPLACE TCV,TEST OK,NO FAULT孙晨",144,398908-3                ,10621           ,,14930,29628.44,, ,(AOG)VALVE                                                  ,5553001,11376386
73N,73N03865,5623    ,DE    ,CC    ,398908-5                ,2393            ,21    ,X,X,FAIL  ,2016-09-21,15264:51,7961,60975:47,35975,2017-12-29,18924:20,10047,64635:16,38061,驾驶舱温度无法调节  张杰THE TAMPECATURE OF FLIGHT COMPORMENT CAN NOT ADJUST,3659:29,  航后依据AMM21-61-21更换驾驶舱配平活门并测试正常无渗漏  张杰AF REFER TO AMM21-61-21 REPLACE THE TRML UNLVE OF CONTROLCABINA ANDTEST NORMAL HAVE,2086,398908-5                ,24508           ,海口维修室,3198,6505.39,, ,(AOG)VALVE                                                  ,5669990,11380592
73N,73N02155,5710    ,DE    ,CC    ,398908-5                ,25463           ,21    ,X,X,FAIL  ,2017-05-13,30064:55,16228,3616:37,1900,2018-05-06,32986:53,17704,6538:35,3376,,2921:58,  TR依据AMM21-51-10更换左侧TCV测试正常 自检ZTC正常 TAG:7008643王岗TR REF AMM21-51-10 REPLACE THE L TCV TEST OK BITE ZTC NROMAL,1476,398908-3                ,11306           ,霍尼韦尔,14940,29132.42,2921:58,1476,(AOG)VALVE                                                  ,6141860,11382260
73N,73N06501,1489    ,DE    ,CC    ,398908-5                ,29957           ,21    ,X,X,FAIL  ,2017-07-13,00:00,0,00:00,0,2018-05-31,2494:05,1298,2494:05,1298,,2494:05," 航后依据AMM21-61-21更换前舱区域配平空气活门,测试正常.杨健成AF refer to AMM21-61-21 replace FWD cabin zone frim air valve test ok",1298,398908-5                ,8204            ,,20351,39926.33,, ,(AOG)VALVE                                                  ,6211959,11385884
73N,73N05331,1796    ,DE    ,CC    ,398908-5                ,22729           ,21    ,X,X,FAIL  ,2016-06-20,3754:04,2017,4355:22,2265,2018-05-09,9495:11,5078,10096:29,5326,按压灯组件，右组件PACK灯亮。白龙puck recall assy THE R PACK light come on。,5741:07,    航后依据AMM21-51-10更换右侧组件TCV测试正常。白龙AFrefer AMM21-51-10 replace the TCV of R test OK。FLB:11387621B航后依据AMM21-61-00更换2号ZTC测试正常。白龙AF refer AMM21-61-00 replace NO.2 ZTC test OK。,3061,398908-3                ,2395            ,霍尼韦尔,32534,64950.01,5741:07,3061,(AOG)VALVE                                                  ,6136728,11387621
73N,73N01800,5141    ,DE    ,CC    ,398908-5                ,24214           ,21    ,X,X,FAIL  ,2016-11-19,36316:21,18524,4093:56,2124,2018-05-15,40623:56,20765,8401:31,4365,空调性能监控驾驶舱管道温度高，超10'C。 张良生air conditioning performance monitor find the CONT CABIN DUCT exceed10'C,4307:35,"    航后检查左组件TCV和STCV存在漏气，依据AMM21-51-10 和AMM21-51-11 分别更换TCV 和STCV，完成更换测试，测试正常。驾驶舱管道温度5'C。张良生AF INSPECT L PACK TCV AND STCV RESULT HAS AIR LEAK REFER TOAMM21-51-10 REPLACE TCV AND AMM21-51-11 REPLACE STCV ACCOMPLISHEDREPLACE TEST,TEST OK THE TEMPERATURE OF CONT CABIN DUCT IS 5'C",2241,398908-5                ,30088           ,海口维修室,2156,4121.57,, ,(AOG)VALVE                                                  ,6156613,11389790
73N,73N05460,1505    ,DE    ,CC    ,398908-5                ,22629           ,21    ,X,X,FAIL  ,2016-07-12,3232:02,1575,5158:45,2598,2018-02-04,7991:56,4105,9918:39,5128,FL1139265A,4759:54,   航后完成MCO-2018-02-04-162依据AMM21-51-10更换右组件TCV并完成相关测试于军AF accomplish MCO-2018-02-04-162 refer to AMM21-51-10 repalced theright TCV and accomplish BITE test,2530,398908-3                ,19443           ,武汉航达,8764,17109.13,, ,(AOG)VALVE                                                  ,5805334,11392625
73N,73N03865,5623    ,DE    ,CC    ,398908-5                ,22066           ,21    ,X,X,FAIL  ,2018-02-22,19383:18,10284,10703:22,5252,2018-04-07,19764:05,10480,11084:09,5448,"机组反映驾驶舱冷,ZTC自检驾驶舱配平活门卡滞.  张生龙crew found cool ZTC bite found TRIM AIR modulation valve fault",380:47,"  依据手册AMM21-61-21更换驾驶舱配平活门,测试正常. 张生龙refer to AMM21-61-21 replace TRIM AIR modulation valve test isnormal",196,398908-3                ,14193           ,海口维修室,13198,25526.33,380:47,196,(AOG)VALVE                                                  ,6024042,11394173
73N,73N03066,5479    ,DE    ,CC    ,398908-5                ,18028           ,21    ,X,X,FAIL  ,2016-09-27,22173:08,11287,5449:52,2837,2018-04-20,26676:34,13702,9953:18,5252,航前检查右组件PACK灯亮，按压主警告和TRIP/RESET均无效，自检ZTC有TCV信息PF check the light of RH pack is onFLB11394358Bpush the main waring light and TRIP/RESET do not work，BITE the ZTChas the TCV message许一峰,4503:26,  航后依据AMM21-51-10更换右组件TCV，测试正常AF refer to AMM21-51-10 replace the TCV of the RH component，test ok许一峰,2415,398908-3                ,8269            ,海口维修室,20976,41581.09,, ,(AOG)VALVE                                                  ,6071457,11394358
73N,73N05132,1733    ,DE    ,CC    ,398908-5                ,24247           ,21    ,X,X,FAIL  ,2016-11-17,6406:04,3218,4187:25,1986,2018-02-22,10222:16,5209,8003:37,3977,"L/H PACK LIGHT ILLUMINAIED IN CRUICE FL361/11.000ML,STEADY.机组",3816:12,"        按MEL21-32正常放行.TNA机务Ref MEL21-32 dispatch.FLB:11399698B航后检查ACM叶片断裂丢失,由于无料,办理保留DD201807586,无M项,有O项.AF check ACM blade broke and lost due to LS,rairse DD201807586,noM,have O.FLB:11399699A航后依据AMM21-51-10更换左组件TCU,测试ZTC正常.瞿晋AF refer to AMM21-51-10 replace L pack TCU and test ZTC normal.",1991,398908-3                ,17632           ,海口维修室,8726,17068.16,, ,(AOG)VALVE                                                  ,5869304,11399698
73N,73N03865,5623    ,DE    ,CC    ,398908-5                ,24508           ,21    ,X,X,FAIL  ,2017-12-29,18924:20,10047,4824:46,2291,2018-02-22,19383:18,10284,5283:44,2528,检查配平活门在ON位时.驾驶舱管道温度低.关掉配平室后驾驶舱温度可以调节.  吴江CHECK THE TRIM AIR LVALV IS OPEN COCKPIT DUCT TEMPERTURE TOO LOWCLOSED TRIM AIR VALVE COCKPIT TEMPERATURE CAN REGULATING,458:58,    航后依据AMM21-61-21更换驾驶舱配平活门自检两部ITC无故障信息.检查驾驶舱温度可以调节.  吴江AF REFER TO AMM21-61-21 REPLACED ZONE TRIM AIR MODULATING VALVEACCOMPLISHED ITC BITE TEST TO NORMAL AND CHECK THE COCKPITTEMPERATURE CAN REGULATING,237,398908-5                ,22066           ,霍尼韦尔,6380,12424.07,458:58,237,(AOG)VALVE                                                  ,5868471,11400507
73N,73N04584,5797    ,DE    ,CC    ,398908-5                ,24853           ,21    ,X,X,FAIL  ,2017-10-24,13155:38,6517,6857:04,3332,2018-03-01,14184:06,7039,7885:32,3854,"航后检查发现右PACK灯亮,自检右TCV故障.张健AF CHECK AND FOUND THE LIGHT COME ON OF THE RIGHT PACK THERE IS A TCVFAULT",1028:28," 航后依据AMM21-51-10更换右TCV,测试正常.张健AF REFER TO AMM21-51-10 REPLACE THE RIGHT TCV TEST OK",522,398908-3                ,2978            ,霍尼韦尔,33485,64993.47,1028:28,522,(AOG)VALVE                                                  ,5893869,11403679
73N,73N06710,1372    ,DE    ,CC    ,398908-5                ,31094           ,21    ,X,X,FAIL  ,2017-11-25,00:00,0,00:00,0,2018-09-13,2211:08,1250,2211:08,1250,"驾驶舱温度调节困难,忽冷忽热.  机组",2211:08,"   航后检查前舱配平活门失效,依据AMM21-61-21更换前舱配平活门,测试正常.王泽权AF check the FWD TRIM AIR valve fail,refer to AMM21-61-21 replacethe FWD TRIM AIR modulation valve and test is normal",1250,398908-5                ,23511           ,,5439,10430.58,, ,(AOG)VALVE                                                  ,6582874,11405924
73N,73N01805,5137    ,DE    ,CC    ,398908-5                ,25688           ,21    ,X,X,FAIL  ,2018-03-07,36881:41,18945,5601:42,3188,2018-03-12,36927:20,18967,5647:21,3210,,45:39,"       FROM:11411088A航后依据SSM21-61-14测量配平活门PIN11-15V PIN3 PIN5和PIN13对低O欧姆ZTC1 c10-pin4 C9-PIN12 13欧姆 对地无穷大 依据AMM21-61-21更换后舱配平活门,测试正常,因时间不足办理DD201810280AF refer to SSM21-61-14 measure AFT TRIM valve PINN 115VPIN5 AND PIM3to ground on ZTC1 C10 PIN4  C10-PIN4 C6-IN12 13 toground refer to AMM21-61-21 repalce AFT trim valve test reswitchis still because time is short make DD201810280    吴昊",22,398908-3                ,8025            ,霍尼韦尔,20910,40449.04,45:39,22,(AOG)VALVE                                                  ,5933936,11407165
73N,73N01805,5137    ,DE    ,CC    ,398908-5                ,23624           ,21    ,X,X,FAIL  ,2016-09-13,32698:16,16717,3697:07,1714,2018-03-07,36881:41,18945,7880:32,3942,,4183:25,"   FROM FL 11411072A航后依据AMM21-61-21更换后舱配平活门,完成自检测试.结果正常   党涛AF REF TO AMM21-61-21 REPACLED AFT COMPARTMENT TRIM AIR VALVEFISNEIHD ZTC 1 AND ZTC 2 BITE TEST  TEST OK TAG:7018852",2228,398908-5                ,25688           ,海口维修室,4008,7132.36,, ,(AOG)VALVE                                                  ,5916614,11411074
73N,73N04171,5687    ,DE    ,CC    ,398908-5                ,21071           ,21    ,X,X,FAIL  ,2016-09-12,12848:10,6589,7385:40,3721,2018-05-19,18038:55,9399,12576:25,6531,航后检查发现右组件TCV漏气。姚治强AF CHECK AND FIND R PACK TCV LEAK AIR.,5190:45," 航后依据AMM21-51-10更换TCV,测试无渗漏。姚治强AF REF TO AMM21-51-10 REPLACED TCV,TEST NO LEAK.",2810,398908-5                ,31725           ,海口维修室,1233,2467.24,, ,(AOG)VALVE                                                  ,6171257,11412024
73N,73N03733,5620    ,DE    ,CC    ,398908-5                ,22687           ,21    ,X,X,FAIL  ,2016-11-08,16740:29,8508,6037:32,3037,2018-04-21,21013:20,10806,10310:23,5335,"航前自检ZTC1有TCV信息。 张杰PF DO BITE TEST OF ZTC,HAVE TCV FAULT MESSAGE",4272:51,"   航后自检ZTC无故障信息，依据AMM21-51-10 更换左TCV，并左右对串ZTC，测试正常。 张杰AF DO ZTC BITE TEST AND HAVE NO FAULT MESSAGE REFER TO AMM21-51-10REPLACE LEFT TCV,AND EXCHANGE LEFT ZTC WITH RIGHT,TEST NORMAL",2298,398908-3                ,14244           ,海口维修室,13585,25962.51,, ,(AOG)VALVE                                                  ,6073415,11413428
73N,73N05577,6066    ,DE    ,CC    ,398908-5                ,24961           ,21    ,X,X,FAIL  ,2015-09-02,00:00,0,00:00,0,2018-07-29,8040:27,4169,8040:27,4169,,8040:27,    航后完成MCO-2018-07-29-64自检左右ZTC无故障信息，依据AMM21-61-21更换驾驶舱配平空气活门，测试正常     李世均AF DO THE LH AND RH ZTC BITE CHECK IT NO FAULT MESSAGE REPLACE THEZONE TRIM AIR MODULATING VALVE OF CONTROL COMPARTMENT REFER TOAMM21-61-21，TEST OK,4169,398908-5                ,21071           ,,7321,14146.19,, ,(AOG)VALVE                                                  ,6417116,11416255
73N,73N03783,5611    ,DE    ,CC    ,398908-5                ,3144            ,21    ,X,X,FAIL  ,2018-03-13,20434:31,10437,69181:20,39014,2018-03-18,20484:51,10457,69231:40,39034,,50:20,  航后完成MCO按AMM21-51-10更换右空调系统TCV自检ZTC2无故障信息  陈语 AFACCOMPLISHED MOC REF AMM21-51-00 REPLACED THE TCV OF RH PACK BITE THEZTC2 NOT FAULT MESSAGE,20,398908-5                ,19986           ,海口维修室,3949,7279.29,50:20,20,(AOG)VALVE                                                  ,5956481,11423609
73N,73N03783,5611    ,DE    ,CC    ,398908-5                ,19986           ,21    ,X,X,FAIL  ,2018-03-18,20484:51,10457,6484:51,3441,2018-03-19,20494:26,10461,6494:26,3445,在线检查右组件PACK灯亮.抑制后熄灭.机组,09:35,   航后自检ZTC2有TCV信息.依据AMM21-51-10更换右组件TCV 测试正常.无渗漏ZTC 自检正常.无信息.纪晓明AF bite ZTC2 have TCV message refer to AMM21-51-10 replace the TCVot pack 2 test it ok no leakage bite ZTC normal,4,398908-3                ,17628           ,海口维修室,10668,21152.23,09:35,4,(AOG)VALVE                                                  ,5958481,11423615
73N,73N03783,5611    ,DE    ,CC    ,398908-5                ,24616           ,21    ,X,X,FAIL  ,2018-02-20,20264:33,10353,5618:41,2849,2018-03-13,20434:31,10437,5788:39,2933,在下降通过17000ft时 右组件灯亮起 AIR COND 不亮 在机组做完组件检查单2分钟后 大约13000ft右组件灯熄灭 机组when decending passing 17000ft pack flight side illuminated but whendoing recall fir land stay crtinuish 2mins after finishing packcheck list when passing 13000ft the pack extinoshed,169:58,    自检ZTC右TCV信息 依据AMM21-51-10更换右TCV测试无故障信息 工作正常李涛BITE ZTC it have RH TCV message refer to AMM21-51-10 replace RH TCVtest is ok挂签/TAG 7011691,84,398908-5                ,3144            ,海口维修室,39892,71389.53,169:58,84,(AOG)VALVE                                                  ,5939142,11427490
73N,73N06371,7379    ,DE    ,CC    ,398908-5                ,29245           ,21    ,X,X,FAIL  ,2017-04-17,00:00,0,00:00,0,2018-05-10,3073:03,1681,3073:03,1681,航后检查发现左组件温度高，检查温度控制活门漏.姚治强AF check find left pacixtemperature high check TCV have air leakage,3073:03,   航后依据AMM21-51-10更换左组件温度控制活门，测量管道温度为4℃ 组件温度为31℃   恢复正常.姚治强AF refer to AMM21-51-10 replace left PACIX temperature control valvemessure cont 4℃ left pack temperature 31℃ return to normal,1681,398908-5                ,22429           ,,5066,10304.56,, ,(AOG)VALVE                                                  ,6141090,11436136
